Text,Sentimen
padahal pemerintah bisa bikin program subsidi tiket konser demi menjaga mental health kipopers,Positif
demi untung kaga jadi MENTAL HEALTH gue diacak acaak,Negatif
aku Aduh cukimai knp hari ini depresi kyk bngt subsjabeisnwjjsjsnksjsj,Negatif
depresi keknya ak lg aku berat anjir capek sedih mulu keknya udh gaada hal yg bikin seneng,Negatif
aku Masih selalu bersyukur suami mentalnya masih sehat walaupun depresi sekarang ringan. Klo dua2nya pusing gimana kita cari rezeki. Mudah2an Allah sehatkan mentalku biar bisa cari rezeki dan kebahagiaan lagi,Positif
Aku berasa diteror depresi ini casenya temenku lg bnyk mslh sulit kl ga diladenin dia ada suicil thought tp kl aku ladenin terus akunya jg jadi ikutan drained,Negatif
depresi Ga cuma cape sih,Negatif
Aku emang gatau yang aku tau kalau orang bakalan nekat Aku depresi cuma mau kamu cerita kali aja perasaan mu membaik,Negatif
aku Mau jawab tapi jawabannya cuma karena agama nder. Karena Depresi juga pasien Berat suka suicidal attempts hal yang berhasil membuatku bertahan adalah,Negatif
Aku ini lagi depresi kah?,Negatif
depresi Patah hati aku  gak bisa ketawa karena tiap hari rasanya sedih atau kosonh anehnya ketawa ngakak pas nonton TMAP. Definisi treasure saved my life Kutipan haruruuuu,Negatif
Wkwkwk semalem disuapin mama karena depresi,Negatif
aku knp depresi night owl person dan knp tiap malem HNGGGGGGGGG??? otakku mau meledak anjg kalo nggak ngobat???? fuck obat mahal bgt fuck u fuck u pemerintah fuck fuck,Negatif
aku tapi kalau aku ketemu orang yang memahami kenapa jengkel kayaknya gapapa.  kan kemarin Kutipan royyana MY depresi aku agak eh hatiku tiba-tiba diberi gambaran perlakuan manis.   tapi mana,Negatif
aku kalo itu terjadi sama aku . gak mau pgn sama dia selamanya. gak tau nanti hidupku gimana tanpa dia mungkin bener2 kesepian dan depresi,Negatif
Kemana pikiran mu? Kamu pikir depresi gapunya hati? Dengan entengnya bilang cuma itu? WTF  It really hurt me so much Setelah kejadian awal bulan Juni mentalku semakin hancur dan muncul lah panic anxiety. Stress sudah ku lalui sebelumnya meskipun skrng Masi blom sembuh,Negatif
depresi aku nntnnya,Negatif
aku lg mau main roblox soalnya depresi,Negatif
aku Underperform beberapa kali pas kerja karena emang salah depresi juga nggak professional karena lagi kena masalah mental dan lagi sampe ke psikiater.   Cuman sakit hati banget pas atasan bilang Gua ga peduli lu mau sakit jiwa lu jual cerita sedih ini bukan panti sosial,Negatif
depresi Kadang gw kasian jadi pacar gw yang harus menghadapi segala manik dan aku dan kenormalan ku kok bisa ya tahan sama lebih dari 5 tahun,Negatif
aku berhasil melewati masa depresi dari yang lalu-lalu namun sekarang semua itu kembali lagi menghantuiku.,Negatif
aku Mau tauuu Aku Soalnya mikirnya kalo pasangan kita obsessed sama kita gk bakal ada masalah tentang perselingkuhan depresi lagi liat temenku diselingkuhin pacarnya yg udah jalan 5 tahun dan dia jadi agak qgak,Negatif
Aku main ke kosanmu? Itu karena aku lagi relapse dan dipaksa keluar rumah sama keluargaku. Aku depresi ga tahan pergi ke mana-mana aslinya. lebih suka menyendiri di kamar yang gelap. Tapi,Negatif
aku yg bikin ga tega buat depresi tuh soalnya dia nurun dari bapaknya aku kalo jadi mafuyu ikut bvndir saking traumanya,Negatif
Aku Tengah malam jeluar rumah buat nyari sunber suara dan bener aja ada kitten yg badan kotor lagi diserang ama kucing besar kupisah dan kibawa kittennya masuk ke rumah Kasih makan dan besok paginya dibersihin depresi yg kehilangan kucing ku selama masa waktu itu- dan talkiefess,Negatif
DEPRESI AKU ANJG,Negatif
Aku gamau ngajar homeschooling anak itu lagi udh berusaha nolak juga ke atasan kek udh ga sangguppp hiks aku bilang maaf demi kesehatan mental,Positif
well spent 300rb for konseran demi kesehatan mental,Positif
baikk itu mah demi kesehatan mental ku. drpdi ku cubit diri sendiri krna emosi mending ngatain orng di game,Positif
Demi kesehatan mental  gua cukup sampe sini aja,Positif
segala macam asbunanny kudu dilupakan demi kesehatan mental,Positif
iyaaa aku hapus demi kesehatan mental WKWKWKWKWK and ig too cuman sesekali cek update di website,Positif
kalau udah ngerasa ngga nyaman mending iya terus pindahan ke akun yang lain angkut mutual yang bener2 kamu kenal aja demi kesehatan mental dan kenyamanan berfangirling,Positif
block aja nder demi kesehatan mental,Positif
ketenangan hati dan menjaga demi kesehatan mental  kamu boleh kok left group block mute unfriend seseorang di sosmed atau off sosmed utk sementara waktu. selagi itu buat kamu nyaman gapapa lakuin aja. jangan takut utk membuat keputusan kamu adalah penentu hidupmu sendiri.,Positif
menolak tawaran karir di Turki demi kesehatan mental yang affordable,Positif
Block ges demi kesehatan mental,Positif
Demi kesehatan mental . Kemaren pulang kerja main sampe jam 10 malem sampe rumah jam 11 tidur jam 12. Jam 3 udah bangun mandi jam 5 pergi keluar tanpa tujuan dengan alasan lembur dinas ke bandung biar nanti balik bisa malem. Foto lagi di ojek Again dengan tanpa tujuan,Positif
Pindah lingkungan aja nder keknya kamu gak cocok dilingkungan orang yang demen beranak pinak demi kesehatan mental si,Positif
Demi kesehatan mental udah paling bener emg jaga jarak Asli dah bau apek bgt orgnya mana musim panas begini Udah mah jorok klumbrak klumbruk,Positif
demi kesehatan mental biar ga stress pas kerja,Positif
Betul jaga jarak gpp kok demi kesehatan mental kita,Positif
hapuss yaa pliss ini demi kesehatan,Positif
Sumpel kuping demi kesehatan mental,Positif
jujur aja gue ga sanggup liat fancam best of me sampe abis tiap lewat langsung gue scroll demi kesehatan mental gue,Positif
pgn coba pp lagi tp alasan utama gue ngekost demi kesehatan mental bruh,Positif
umur segini emg harus byk byk tidur demi kesehatan mental dan fisik,Positif
karena hal ini gue memutuskan resign dan allhamdulilahnya gue keterima kerja lagi. padahal menurut gue bos dan teman disana baik tapi karena ada dia si senioritas gue memilih buat resign demi kesehatan mental .,Positif
gue mau berenti apply dulu deh demi kesehatan mental,Positif
syittt gila bgt stronger mending off sosmed demi kesehatan mental,Positif
gpp kita tertawa bersama demi ke sehatan mental,Positif
Putusin kt gue demi kesehatan mental diri sendiri wkkwkwk,Positif
demi kesehatan mental  bubuk dlu,Positif
demi kesehatan mental mending turu,Positif
udah saatnya tidur demi kesehatan mental gw,Positif
Melihat jadwal Jul-Sep gue kok ya padat bgt? Tapi gapapa semua demi kesehatan mental jiwa raga aamiin,Positif
DAMNNNNN tolong sita semua baju item nya demi kesehatan mental aku,Positif
Hari ini ngelepasin uang 1.5jt demi kesehatan mental  gpp nanti rejeki bisa dateng lagi yang penting hidup tenang aman,Positif
demi kesehatan mental dan dompet gue hrs stop buka xhs dlu,Positif
Sudah saatnya hijrah. Demi kesehatan mental yang baik. Semoga masih menjadi rejeki,Positif
kenapa ngga bisa aku maklumi? cape anjay selalu berusaha berpikir positif demi kesehatan mental aku,Negatif
gak tau beceng itu apa tapi memang sebaiknya movie ini di skip aja  demi kesehatan mental,Positif
Gaji sedeng demi kesehatan mental,Positif
Work resign di umur 25 tanpa back up demi kesehatan mental  fisik karena kerja full 6 hari overtime atasan toxic ketemu berbagai macam manusia. Apa ada yg perlu dipertimbangkan lagi sebelum resign?,Positif
Block aja kak Selena Demi kesehatan mental dan batin kamu Orang stress itu gausah ditanggepi.,Positif
Ayo hentikan judol demi kesehatan mental,Positif
izin off demi kesehatan mental,Positif
skrg gue hrus membtasi diri gue buat stop jbjb orglain lagi demi kesehatan mental gue hehee.. gue bakal jbjb sama org2 yg sama2 excited aja deh,Positif
lagi jalan pulang demi kesehatan mental dan mood ku sebelum jadi sumala dan ngacak ngacak roti o,Positif
Demi kesehatan mental sendiri mendingan kita positif thinking,Positif
Telkomsel itu kayak mantan toxic mahal manipulatif dan tiap bulan bikin kecewa. Makanya kutinggalkan demi kesehatan mental .,Positif
Saya nggak kabur saya healing. Pindah lokasi demi kesehatan mental saya jaga,Positif
Ga cocok sama lingkungan bisa berarti beda budaya kerja interaksi rekan atau ekspektasi tugas. Buat sender FG 24 wajar merasa overwhelmed di hari pertama. Saran beri waktu 1-2 minggu adaptasi bicara ke atasan tapi kalau toksik banget resign oke demi kesehatan mental . Kamu,Positif
uninstal ml demi kesehatan mental,Positif
Lah apa gunanya hire si Jepun????? Kirain bakal punya visi misi baru untuk memunculkan potensi pemain lokal pake metode ala Jepang. Dahlah bhay Nonton liga enggres dan itali lg aja demi kesehatan mental .,Positif
Demi kesehatan mental hindari melihat orang ini main bola,Positif
Demi kesehatan mental  gue sarankan buat nonton Chibi Maruko atau Naruto daripada pdkt an tapi lu gak bisa jadi diri sendiri.,Positif
betul kak aku juga pengalaman udh dijatah bulanan tautau pulang kerumah ada cicilan 20jt nangis bgt pdhl dijatah jg ga kurang tp tetep aja sampe akhirnya aku memutuskan buat stop jatah sampe skrg bodoamat mau diomong gmn jg demi kesehatan mental,Positif
Sulit  soalnya klo avoidant semakin dideketin semakin mundur kecuali klo dia juga tertarik sama kamu tapi tidak disarankan ya demi kesehatan mental bersama dan kenyamanan,Positif
pusing bgt gua mah klo sodara pada ngumpul masih pada kecil kecil kalo ga brantem ya nangis ganti ganti an haduhh harus minggat sementara ini demi kesehatan mental,Positif
Demi kesehatan mental . Stop sudahi melayani orang2 tidak tahu diri.,Positif
apa itu keadilan gua mau 22nya demi kesehatan mental,Positif
Udah ah stop dl main obby seminggu. Demi kesehatan mental,Positif
apapun capek bgt ngertiin perasaan org  gue capek bgt anjg  dari awal u udh ngancurin demi mental kesehatan org2 yg udh lo ancurin,Negatif
demi kesehatan mental ku yg lembek ini cutt off adalah koentji.,Positif
wajib lah dijauhin demi kesehatan mental,Positif
Jung minggat aja jung demi kesehatan mental .,Positif
JAUHKAN SEVENTEEN DARI AIR JEBALLLLLL DEMI KESEHATAN MENTAL CARAT,Positif
jangan dulu lah demi kesehatan mental,Positif
gapapa demi kesehatan mental kamu bindaa,Positif
Nggak sekondusif dulu bang sekarang banyak wilayah X udah diduduki buzzer penyebar hoax dan zionis gjls orang warasnya bnyak yg menghindar demi kesehatan mental,Positif
Setelah agustus kayanya emg harus close commission dulu deh sampe akhir tahun mulai ga waras kapteninginku menggambar hamnwa yg banyak demi kesehatan mental jiwa dan raga ini,Positif
demi kesehatan mental saya memutuskan untuk skip nonton quali dulu,Positif
Udah ga sehat bangeeet kak demi kesehatan mental yang lebih baik mari kita pensiun dini,Positif
kak demi kesehatan mental kamu kalo kamu ga kuat resign ya ka. itu orang orang sdm rendah yang melakukan pembullyan tapi dibelakangi kata bercanda. semangat yaa ka terusin usahanyaa,Positif
Demi kesehatan mental ini aku memutuskn untuk tidak nntn agejet lagi,Positif
Kadang ngamuk sesekali ke orang yang lebih tua itu gpp demi kesehatan mental,Positif
izin leave the server gais demi kesehatan mental dan raga gue ini aku lemes bgt sebenernya gaboong OUR HONEY PHUWIN 22nd,Positif
Demi kesehatan mental stop pamer 2s  sepertinya harus off sosmed dulu bbrp hari ini,Positif
Saran nih buat stan member lain yg mungkin gedeg liat TL mute aja yg berhubungan sama taehyung. Karena beberpa hari kedepan TL isinya bakalan taehyung semua. Ini demi kesehatan mental kalian. Sabar aja nunggu fave kalian update yah. Peace,Positif
Gw janji ga akan join panit dan organisasi lg demi kesehatan mental pls ak gabisa muktitasking hahahsubz dan kewarasan,Positif
demi kesehatan mental,Positif
Di dunia ini cuma di Dufan kita bisa teriak-teriak sekencang mungkin tanpa di-judge atau dikira aneh. Malah makin kenceng makin seru katanya. Ini bukan rekreasi ini katarsis. Bayar tiket demi kesehatan mental ? Worth it,Positif
GABISA GABISA KITA HARUS TETAP ASBUN DEMI KESEHATAN ENTAL TPI G WARAS ANJIR GUA LAMA2 GILA BGT,Negatif
Akuuu baru resign 2 bulan gue pikirin demi kesehatan mental ini. Buat dapatin kerjaan baru gak lama inshaallah bentar lagi launching nama m dan brandingan baru. Doain lancar yaa,Positif
kayaknya demi kesehatan mental dan jantung gue gajadi deh Akun parodi,Positif
Karena mereka live gue belajar begadang demi kesehatan mental,Positif
sepertinya nanti menjelang musim Maba Maba ospek aku ga aktif selama beberapa bulan demi kesehatan mental diri ini,Positif
Nder demi kesehatan mental dan ketenangan jiwa saya menyarankan putus saja mau enaknya aja dia itu,Positif
demi kesehatan mental ak spertinya gk jadi ke jogja aja dh,Positif
GA SANGGUP HELPP UDAH YA GUE NYERAH DULU INI DEMI KESEHATAN MENTAL GUE,Negatif
demi kesehatan mental gweeehh akun ini bakalan cuma fokus kpopan sama kucingan aja hal berbau pemerintah bakalan gue stop reposting sekian terima kasih,Positif
Memutuskan untuk tidak mengikuti ego demi kesehatan mental . Maaf dreamies belom bisa ketemu semoga dilain waktu bisa bertemu,Positif
sebaiknya jauh2 dulu dari twitter demi kesehatan mental untuk acc skripsi dan semhas,Positif
tolongg kali ini jangan ada yg iri sm gue lagi ini gue nonton tds4 CAT3 di GENTENG JIS awas aja ada yg iri lgi tai cukup lu iri sm gue nonton fate berakhir gue ngundurin diri dri sklh demi kesehatan mental gue fck lu taii yg iri sm hidup gue.,Positif
Emang harus di biasain ky gni. Demi kesehatan mental diri sendiri,Positif
Yuk harus bolos demi kesehatan mental siswa.,Positif
apa kita lewat aja story amphoreus ini demi kesehatan mental,Positif
Biasa aja sih ngapain marah? Toh itu diluar kendali kita. Saranku demi kesehatan mental kamu gausah terlalu mikirin hal-hal yang gabisa kamu kontrol Fokus ke dirimu aja kecuali mungkin kamu khawatir ya chat lagi aja atau sekalian telfon/datengin,Positif
membatasi buka X demi kesehatan mental soalnya tiap hari ada aja satu topik paok dari pemrenta,Positif
Demi kesehatan mental  alangkah baiknya untuk tidak kepo sama urusan orang lain.,Positif
YaAllah bener2 satu spesies ngumpul disitu semua gue pening bgt bangsaaaaaaaaaaat. udah deh demi kesehatan mental gue mutusin buat resign secepetnya,Positif
juli nge kost aja demi kesehatan mental,Positif
Demi kesehatan mental  muted kata manchester city pep ederson al hilal dulu gak sih chel?,Positif
Kata gw udh waktunya lu kirim duit 2 M ke keluarga lu blokir 1 1 trs lu pindah apart demi kesehatan mental jiwa dan raga,Positif
22km ngekos beneran gbs pindah nder? Aku ngebayangin capeknya  nyicil motor takutnya bikin masalah baru nanti apalagi baru msk kerja. Bisa minjem uang/nunggu bulan depan gajian beli motor bekas aja kak. Demi kesehatan mental dan keuangan sih. 3 Juta jg ada yg bisa dibawa jauh,Positif
Jujur capek banget kalau harus tau semua hal. Berita chaos tau. Gosip tau. Drama hidup orang tau. Padahal otak sendiri juga lagi chaos. Kadang jadi clueless itu bukan bodoh. Itu strategi bertahan hidup. Demi kesehatan mental  ngopi dulu.,Positif
lebih baik kita stop buka sso selama sebulan kedepan far demi kesehatan mental,Positif
sumpah y pdhl kalo gua sman jakarta pun sbnrnya keluarga gua jg setuju setuju aja demi kesehatan mental gua jg ya mending di rumah nenek 3 tahun brsm kakak gw trus beban ortu gua di rumah jg berkurang 1 trus aku bisa jadi anak ayah bunda ya Allah,Positif
iyakann bahaya emang hrs dihapus demi kesehatan mental kitaa,Positif
demi kesehatan mental  lebih baik ga usah,Positif
udhlh capek jg sorry hari ini ga nonton demi kesehatan mental,Negatif
orang kek gue ini emang harusnya ngerantau demi kesehatan mental batin,Positif
Nggak ntn juga gpp kok demi kesehatan mental kalau emang bikin down,Positif
demi kesehatan mental  lebih baik gausa dicari jawaban benernya cause ikr its 100 wrong myet,Positif
huaaa ayy demi kesehatan mental temanmu ini. wa ku hapus sementara dulu yaa,Positif
selama ini gua memutuskan untuk tak acuh terhadap berita tentang bobroknya negara ini demi kesehatan mental gua tapi sekarang makin bobrok jadi bisanya hanya mengurangi tidak bisa tak acuh begitu saja karena emang udah gila aja ini negara,Negatif
Thank you yang udah mampir dan saranin team buat end game konten baru yang lucknut ini Aku surrend Diff 5 demi kesehatan mental,Positif
ga akan ak kerjakan demi kesehatan mental,Positif
kututup laptopku demi kesehatan mental,Positif
Berarti dari kakaknya yang harus tegas gimana kejelasan hubungan kalian. Kalo udah ga nyaman akhiri aja demi kesehatan mental mu,Positif
Demi kesehatan mental mending di rumah dari pada macet2an,Positif
Memutuskan blik bandung dg jackal. Demi kesehatan mental dan kaki ya haqiqi,Positif
pindah akun dlu demi kesehatan mental,Positif
Im officially out from my 1st ig demi kesehatan mental gue,Positif
besok ijin basket laah. nonton encore aja lebih penting demi kesehatan mental dan kebahagiaan pribadin,Positif
Kataku ya mah kai pindah hotel aja demi kesehatan mental dan fisik,Positif
Boleh. Aku mau mengungsi demi kesehatan mental .,Positif
Jd tergantung ya kalo mertua dan ipar baik dan ga toxic ya apa salahnya ngesave nomor mereka. Kalo mereka keliatannya toxic dan bikin sakit hati Mulu ya gaada salahnya juga gausah di save. Demi kesehatan mental bund. Gaada yang salah disini. Tergantung gimana kondisinya aja,Positif
cari kontrakan aja kak demi kesehatan mental .,Positif
makanya akhir akhir ini slalu ngebatasin doomscrolling di twt. demi kesehatan mental,Positif
harus tetep dijalanin demi kesehatan mental diri sendiri wkwk,Positif
ada baiknya gw blok alnst aja demi kesehatan mental,Positif
gue kalo diginiin bales aja sm asbun ahahaha demi kesehatan mental,Positif
kynya demi kesehatan mental gw gamau like vid yg bahas sks dn persidangan dlu,Positif
ya mending aku kabur aja. gak perlu kerja yang mentereng. mending demi kesehatan mental . padahal selama disini pas SMK aku jarang dikasih uang saku bayar sekolah juga nunggak hampir gak dibayar. aku biasa makan mi instan di yayasan pas malam hari.,Positif
Aku abaikan dia bang meski keliatanya kejam tapi demi kesehatan mental,Positif
setuju kakk demi kesehatan mental dan finansial kayaknya rehat jajan dulu ya at least huhuhu,Positif
Gemini tolong analisis kenapa setiap bangun tidur smartphone selalu ada di sebelah bantal dan gimana caranya biar dia nggak auto scroll TikTok. Ini sih udah kayak addiction demi kesehatan mental Wajib Menang sih ini,Positif
demi kesehatan mental jasmani dan rohani emg kaga boleh buka first acc ig wkwkw,Positif
Jadi ntar konsepnya  masa lalu yg selalu membayangi ih bikin tekanan batin ga sih? Kl gw pny pasangan yg sll inget masa lalu bakal gw tinggal dan cari yg baru. Demi kesehatan mental .,Positif
demi kesehatan mental  GW MW ISTIRAHAT DULU,Positif
Aku bahkan pura2 amnesia demi kesehatan mental,Positif
demi kesehatan mental gwa gak gwa baca,Positif
Supaya gua bisa balik seperti yang mereka kenal. Treatment positif negatif gua lakuin semuanya demi kesehatan mental gua. Terimakasih sebanyak-banyaknya buat kawan-kawan yang sudah rela menyisihkan waktu buat denger gua curhat walaupun dengan sedikit2 alkohol. Rasa-,Positif
unik unik kek gimanaa aku slalu skip manhwa bl yg fantasi author nya agak lain demi kesehatan mental walaupun art nya bagus,Negatif
Ga too much nder. Papa aku meninggal kemarin aku juga belom dapet tempat magang yg cocok temen sibuk sendiri udah gitu aku punya mental health issue yang ngebuat makin kesepian,Positif
. aku tahu macam mana strugglenya orang yang cakap benda betul but everytime tu kena tuduh menipu untuk jaga mental health dia. tau kau hari hari menipu tapi dia takk wehhh. kau anggap dia sama macam kau silap bro. lama lama dia akan burn out serious.,Positif
udah lama ga ngonten trs post di first acc anjirrr lgsg anxiety klo ga krna tuntutan mah ogahh ih malu sat,Negatif
Nder aku pnya anxiety . Tau apa yg hrs aku lakukan? Afirmasi positif bhw kerjaan hr ini bsa lancar  banyak berdoa bhw niat kita cuma kerja. Gapapa bgt msh salah gapapa bgt msh hrs belajar toh selevel manager aja butuh proses biar sampe ke tahap manager kan,Negatif
tetap anxiety walaupun aku uda punya tiketnya,Negatif
Ini gue sampe anxiety gini. Weekend ga tenang gara-gara masalah kerjaan yg sop nya ga jelas,Negatif
i was at that age. sekarang dah 36. i am grateful ada rasa stress waktu tu. kalau tak tak jadi apa. hahahah. tapi teruk juga lah. permulaan trigger anxiety .,Negatif
sumpah aku keselek cabe gt sampe kaya mau mati td ditenggorokan gatau karena panic atau cemas tp kok rasanya kaya mau mati yaaa aku sampe susah nafas td gatau krn anxiety jg atau apa yg jelas tenggorokan ku pedes dan ga enak jg nih smpe skrg,Negatif
haiya haiya pas gue lg mikirin dosbing gue dia malah ngechat anxiety,Negatif
PLS GUYS GUA SENDIRI DAN GUA TAKUT BANGET ANXIETY,Negatif
hari ini isinya anxiety dati pagi karena kerjaan trs liat mingyu seganteng ini  LIFE IS WORTH LIVING AGAIN,Negatif
dan H-10 pengumuman UTBK aku didiagnosis depresi mayor dan anxiety sama psikiater aku. setelah utbk keterima pil. 3 dan disuruh mandiri idk hows life after that. rasanya kaya dunia runtuh,Negatif
Bersyukur banget punya temen sejawat yang suka denger keluh kesan terutama anxiety kuu makasih dok kesayanganku bella,Negatif
Sayang aku sebenarnya tadinya ga mau bilang. Tapi belakangan ini anxiety dan depresiku lagi kambuh. Kemarin lusa aku baru check-up ke psikiater aku. Otak aku bener bener ga jalan rasanya macet dan buntu banget. Maaf banget aku belum bisa nulis untuk sementara waktu,Negatif
Aku mau nanya dong kebetulan aku juga anxiety  sampe kek mual dan muntah air gitu. Apakah kalian ngerasain gitu juga kalau lagi anxiety,Negatif
Mana Twitter yg dulu isinya haha hihi itu huhu sekarang yg lewat bikin anxiety semua bjir,Negatif
anyingg nanya begitu doang ANXIETY PARAH,Negatif
Semalam rasa menyesal tak pergi harini rasa nasib baik tak pergi. Tengok carat seramai tu pun kita dah nak sesak nafas kat rumah. I guess my anxiety isn,Negatif
Ngeliat orang minta tolong ama gue dan gue dengan senang hati menolong kalau mampu bikin mikir. Minta tolong tuh gak susah kok tinggal minta. Tapi kok gue sampe jungkir balik ya mau nyebut kata tolong aja anxiety the mental gymnastics,Positif
tiap liat orang marah2 hal kecil yg seharusnya ga perlu banget marah bikin anxiety sendiri berisik jadi bikin vibes negatif aja ga nyaman maka dari gw rasa emang EQ juga sebagian dari kecerdasan. gw pun masih terus belajar untuk lebih baik ga semua harus marah2 ga perlu.,Negatif
Aku stopp nonton daily dose di eps berapaa gitupas bagian salah satu pasien nunjukin cuttingnya. Padahal selama nonton b aja pas bagian itu aku agak a nxiety mau lanjut masih nenangin diri dulu wkwkwkw,Negatif
Ga bisa tidur anxiety ku kambuh,Negatif
Gue seneng banget liat vlog nya dr hasty why im so excited watching criminal crime specially like murder ? Anxiety gue ilanggairah hidup gue nambah kek njir hidup gue berasa g ada beban. Ada gak sih buku yang nyeritaiin soal kasus pembunuhan terkejam atau tercerdik gitu ?,Negatif
putus aja. masih banyak badboy di luar sana yang bisa bikin mental health km terganggu berobat psikiater terus cape batin dll. itukan yg bisa bikin km gak bosen,Negatif
Kita dah tender resignation sebab rasa macam kerja kita sekarang not good for mental health . Tiap hari pergi kerja rasa tak senang jiwa rasa annoyed dengan perangai orang/kerja anxious. Kita tak salahkan orang kita suspect diri kita sendiri dulu maybe ada problem.,Negatif
Akhirnya gw baru sadar yg dibilang mental health tai anjing orang baru kerja 2-3 bulan resign cuma gegara pulang malam atau alasan2 receh lainnya rasanya pen gw tabok wkwkwk,Negatif
Tp bapak gw set standard buat gw sih wkwk gk ada alesan cowok gk kerja cuma krn kantor toxic lgsg kek Timothy Ronald gw mental health tai anjing itu,Negatif
di hajar oleh mental health,Negatif
betul tak semua orang boleh tahan kalau yang jenis tak boleh tahan dia patut resign je sebab jaga mental health lagi penting macam tak guna stay lama lama sebab rezeki Allah itu luas.,Positif
hahahahaha lagi membara membaranya yaa ini mental health nyaa,Negatif
Bagian mental health  udah warning sebenernya hasil gue. Cuma ga ada nyolek konsultasi bagian itu pun rujukan. Cuma disuruh ga stress aja yang gue jawab secara reaktif yah Mba kita kan WNI Bisa bisanya gue jawab gitu.,Negatif
Klo ada duid punya mental health yg bagus itu lebih mudah. Coba kalo miskin bakalan 90 lebih ruwet.,Negatif
Moga semua perempuan yang triggered dengan post ni dapat jodoh dengan lelaki yang tak peduli pasal mental health sendiri.,Positif
iya lagi kurang baik mental health nya.,Negatif
Ka mirna doang nih yang bisa bikin gua buka ig wkwk Abis ini Off lagi ah lebih tenang ternyata kalo off ig di era gempuran mental health belum stabil,Negatif
Intinya Lingkungan. Kerabat keluarga harus Jadi support system.. Kita tahu itu melelahkan pikiran2 Compulsive dalam otak kita Itu bukan sesuatu hal yg memalukan juga jika kita mengidap nya.. Better than Mental health disorder. Spt bipolar atau schizophrenia.,Positif
tinggal sama ortu memang dibayar pake mental health itu REAL bgt Ya Allah,Negatif
Pengen pindah tempat kerja mental health gw terganggu,Negatif
Gen Alpha sepertiku disuruh lembur. Selain mental health ku kena skibidipapapku preman preman,Negatif
ngamuk. luapkan emosi. nahan emosi itu gak baik apalagi kalo emosi karna sifat dan kelakuan org yg goblok. ungkapin luapin kalo perlu berantem jambakan sekalian. my mental health is more important.,Positif
lalu kebayang waktu2 yang aku habiskan untuk scroll tiktok kemarin dan kemarinnya dengan memegang teguh konsep prioritized my mental health,Positif
gue tuh jahat ke orang yg jahat ke gue berlindung dibalik mental health malah bikin gue makin jahat berkali lipat daripada jahatnya dia ke gue. sorry anti ngasih makan orang jahat stress,Negatif
Kalau lama-lama nganggur tanpa kegiatan produktif hati mulai gundah otak mulai nganggur dan ide juga jadi malas keluar.,Negatif
kak. consider u mental health first. maybe im too ikut campur tapi kamu layak dapat yg baik buat km,Positif
buat jaga mental health kamu aku saranin hapus ana twit nya kak,Positif
kdg sibuk ama tugas kuliah gada wkt untuk mikirin pcran lgian tak boleh ygy jgn menormalisasikan pcrn di zmn skrg walaupun emg agak galau tp lebih baik menyukai seseorang dalam diam dan memantau dari jarak kejauhan. living without dating is good for mental health guys,Positif
Kerja ni gaji takla banyak tapi alhamdulillah sentiasa cukup mental health terjaga.,Positif
Jadi aku mmg tak kesah diorang cari pasal dgn aku balik sbb aku tenyeh diorang habis2an. Itu yg depa ramai yg block aku tu dgn alasan,Negatif
SIALAAN KOK BSBSNYA ANXIETY KUMAT CM GITU DOANG,Negatif
ya allah ga megang hp 1 jam aja hati gua ga tenang what in the digital anxiety is this,Negatif
Udah Abang hapus Dd. Takut anxiety tiap buka rekening.,Negatif
Aku buka akun ini lagi dengan rasa anxiety gw masih belum kelar demi kamu mas,Negatif
Ya alllah salahkah gw cerita tentang muka gw yang dulu breakout? Ya allah cape gw ma cape demi allah spenhen mati gw ma gakuat  ketemu orang aja gw anxiety kaya seakan gw mau kabur aja,Negatif
gila gw cuman mau nge chat nanya bsk boleh join main voli aja pake mual segala anjenggg anxiety,Negatif
baru bgt gue liat notifnyaaaa pgn gue lempar tu hp anxiety,Negatif
gimana cara ngatasin anxiety cuy capek banget asli,Negatif
Udah kontak tapi mahal tapi mau berusaha tetap tayang tapi jadi pusing tapi jadi anxiety sendiri. Bagaimana ini? Menurut kalian tetap nyoba gak?,Negatif
dapet cust yang ga sabaran adalah tekanan batin,Negatif
ada yang sama ga sih setelah nonton agz yang kebayakan bahas pentingnya sadar mental health sekarang jdi ngerasa kalau perlahan aku bisa menganalisis penyebab2 perasaan kurang nyaman yg selama ini aku hiraukan dan dampaknya aku bisa meminimalisir kejadian itu,Positif
Menjadi seorang yang memiliki Mental health issues Alhamdulillah beberapa kali diselamatkan oleh kucing salah satunya Monster Oyen ku ini,Positif
udah langsung aja post ucapannya plis mau pulanggg mental health,Negatif
Jujur ga suka bgt liat candaan yg ngaitin mental health sm hiburan semata Nyepelein bangettt ga mikirin yg lg berjuang,Positif
Memang kita tuh sebagai manusia gak bisa mengatur sifat orng dan gak bisa bikin orng selalu ada buat kita tapi lu bayangin aja gak punya tempat buat ngobrol setiap saat jauh dengan orang tua apalagi mental health yg gak bagus dunia tuh rasanya udh runtuh,Positif
boleh bgt apalagi nggak ada kontrak tertulis. mental health mu jauh lebih penting <3,Positif
Dia yg salah dan aku sdh bicara baik2 tp ga direspon baik tp malah makin mnjadi  gatau diri. Bukan ga dewasa tp utk skrg ckupi dont care if i need to cut off some people for my mental health  i only care about my own progress  journey as long as im happy with my life,Positif
